2020-02-25 11:30:03.680,156
2020-02-25 11:30:03.680,156
2020-02-25 11:30:03.680,158
2020-02-25 11:30:03.680,158
2020-02-25 11:30:03.690,156
2020-02-25 11:30:03.690,156
2020-02-25 11:30:03.690,176
2020-02-25 11:30:03.690,176
2020-02-25 11:30:03.690,154
2020-02-25 11:30:03.690,154
2020-02-25 11:30:03.700,154
2020-02-25 11:30:03.700,154
2020-02-25 11:30:03.700,152
2020-02-25 11:30:03.700,152
2020-02-25 11:30:03.710,156
2020-02-25 11:30:03.710,156
2020-02-25 11:30:03.720,152
2020-02-25 11:30:03.720,152
2020-02-25 11:30:03.720,160
2020-02-25 11:30:03.720,160
2020-02-25 11:30:03.760,224
2020-02-25 11:30:11.310,120
2020-02-25 11:30:11.320,140
2020-02-25 11:30:13.990,154
2020-02-25 11:27:17.460,2713
2020-02-25 11:30:21.120,150
2020-02-25 11:30:11.560,1334
2020-02-25 11:30:11.980,980
2020-02-25 11:31:03.830,156
2020-02-25 11:31:03.830,158
2020-02-25 11:31:03.830,158
2020-02-25 11:31:03.840,156
2020-02-25 11:31:03.840,156
2020-02-25 11:31:03.840,176
2020-02-25 11:31:03.840,176
2020-02-25 11:31:03.840,154
2020-02-25 11:31:03.840,154
2020-02-25 11:31:03.850,154
2020-02-25 11:31:03.850,154
2020-02-25 11:31:03.850,152
2020-02-25 11:31:03.850,152
2020-02-25 11:31:03.860,156
2020-02-25 11:31:03.860,156
2020-02-25 11:31:03.860,152
2020-02-25 11:31:03.860,152
2020-02-25 11:31:03.870,160
2020-02-25 11:31:03.870,160
2020-02-25 11:31:03.920,224
2020-02-25 11:30:11.340,1724
2020-02-25 11:30:57.090,826
2020-02-25 11:31:17.250,132
2020-02-25 11:31:17.260,304
2020-02-25 11:31:17.410,158
2020-02-25 11:31:17.420,317
2020-02-25 11:31:17.270,618
2020-02-25 11:31:45.550,130
2020-02-25 11:32:03.060,122
2020-02-25 11:31:45.670,650
2020-02-25 11:32:05.740,658
2020-02-25 11:30:11.620,880
2020-02-25 10:32:39.070,101634
2020-02-25 11:31:17.270,2572
2020-02-25 11:30:14.000,9999
2020-02-25 11:33:06.050,146
2020-02-25 11:30:11.340,1646
2020-02-25 11:33:17.710,200
2020-02-25 11:33:17.780,338
2020-02-25 11:31:03.830,219
2020-02-25 11:33:18.970,224
2020-02-25 11:33:19.060,132
2020-02-25 11:33:19.570,148
2020-02-25 11:33:06.090,682
2020-02-25 11:33:17.960,1108
2020-02-25 11:31:17.420,2714
2020-02-25 11:34:13.570,176
2020-02-25 11:34:13.580,326
2020-02-25 11:33:57.110,972
2020-02-25 11:30:21.130,1847
2020-02-25 11:34:27.210,116
2020-02-25 11:33:57.150,1470
2020-02-25 11:34:36.560,126
2020-02-25 11:33:17.790,1791
2020-02-25 11:33:18.950,3901
2020-02-25 11:33:19.090,3859
2020-02-25 11:33:19.630,2671
2020-02-25 11:34:36.750,1068
2020-02-25 11:35:17.250,132
2020-02-25 11:35:17.260,304
2020-02-25 11:35:17.390,158
2020-02-25 11:35:17.400,317
2020-02-25 11:34:59.930,826
2020-02-25 11:35:34.000,156
2020-02-25 11:35:34.000,156
2020-02-25 11:35:34.010,158
2020-02-25 11:35:34.010,158
2020-02-25 11:35:34.010,156
2020-02-25 11:35:34.010,156
2020-02-25 11:35:34.020,176
2020-02-25 11:35:34.020,176
2020-02-25 11:35:34.020,154
2020-02-25 11:35:34.020,154
2020-02-25 11:35:34.020,154
2020-02-25 11:35:34.020,154
2020-02-25 11:35:34.030,152
2020-02-25 11:35:34.030,152
2020-02-25 11:35:34.040,156
2020-02-25 11:35:34.040,156
2020-02-25 11:35:34.040,152
2020-02-25 11:35:34.040,152
2020-02-25 11:35:34.050,160
2020-02-25 11:35:34.050,160
2020-02-25 11:35:34.090,224
2020-02-25 11:34:36.740,731
2020-02-25 11:31:45.550,1933
2020-02-25 11:27:56.490,3605
2020-02-25 11:36:10.470,128
2020-02-25 11:36:10.640,142
2020-02-25 11:36:23.800,144
2020-02-25 11:36:10.770,635
2020-02-25 11:36:08.990,658
2020-02-25 11:36:10.600,1446
2020-02-25 11:36:10.540,1446
2020-02-25 11:36:10.720,1076
2020-02-25 11:35:17.260,2572
2020-02-25 11:33:06.060,2815
2020-02-25 11:37:10.950,122
2020-02-25 11:37:10.970,618
2020-02-25 11:37:13.900,619
2020-02-25 11:37:43.930,122
2020-02-25 11:37:43.940,116
2020-02-25 10:38:01.980,23595
2020-02-25 11:37:57.930,130
2020-02-25 11:23:27.010,39168
2020-02-25 11:38:05.990,124
2020-02-25 11:38:05.990,176
2020-02-25 11:38:06.000,300
2020-02-25 11:38:06.010,326
2020-02-25 11:38:08.050,152
2020-02-25 11:38:08.050,152
2020-02-25 11:38:08.070,116
2020-02-25 11:35:17.420,2715
2020-02-25 11:37:43.980,1888
2020-02-25 11:37:43.950,980
2020-02-25 11:38:23.800,154
2020-02-25 11:38:42.810,124
2020-02-25 11:38:42.820,300
2020-02-25 11:38:08.050,2748
2020-02-25 11:39:12.810,152
2020-02-25 11:39:12.810,152
2020-02-25 11:39:12.810,2388
2020-02-25 11:39:17.240,132
2020-02-25 11:39:17.280,304
2020-02-25 11:39:17.460,158
2020-02-25 11:39:17.470,317
2020-02-25 11:38:58.920,826
2020-02-25 10:40:19.130,5358
2020-02-25 11:38:06.040,3883
2020-02-25 11:36:10.480,4751
2020-02-25 11:36:10.640,2312
2020-02-25 11:40:17.910,122
2020-02-25 11:36:23.810,2013
2020-02-25 11:40:17.920,634
2020-02-25 11:39:17.280,2572
2020-02-25 10:41:42.810,21059
2020-02-25 11:37:10.960,1765
2020-02-25 11:41:00.950,658
2020-02-25 11:38:23.850,24558
2020-02-25 11:37:43.930,3722
2020-02-25 11:37:57.940,2710
2020-02-25 11:37:58.020,3814
2020-02-25 11:39:17.480,2674
2020-02-25 11:42:33.640,120
2020-02-25 11:43:04.660,176
2020-02-25 11:43:04.670,326
2020-02-25 11:43:12.160,142
2020-02-25 11:43:04.670,1111
2020-02-25 11:43:16.600,134
2020-02-25 11:43:17.270,132
2020-02-25 11:43:17.310,304
2020-02-25 11:43:17.480,152
2020-02-25 11:43:17.500,158
2020-02-25 11:43:17.510,317
2020-02-25 11:43:17.530,314
2020-02-25 11:43:17.680,200
2020-02-25 11:43:17.730,338
2020-02-25 11:43:17.940,126
2020-02-25 10:43:20.580,20076
2020-02-25 11:43:17.990,301
2020-02-25 11:43:18.930,126
2020-02-25 11:43:19.390,148
2020-02-25 11:43:20.020,124
2020-02-25 11:43:20.100,300
2020-02-25 11:43:22.420,2468
2020-02-25 11:43:22.420,152
2020-02-25 11:43:22.420,152
2020-02-25 11:43:22.530,126
2020-02-25 11:43:22.540,301
2020-02-25 11:43:24.330,120
2020-02-25 11:43:08.920,826
2020-02-25 11:43:17.930,1067
2020-02-25 11:43:34.250,162
2020-02-25 11:43:34.260,319
2020-02-25 11:43:36.260,154
2020-02-25 11:43:39.410,124
2020-02-25 11:43:35.490,1111
2020-02-25 11:43:35.490,1059
2020-02-25 11:43:34.270,954
2020-02-25 11:44:04.930,130
2020-02-25 11:44:18.560,150
2020-02-25 11:44:04.940,794
2020-02-25 11:44:04.990,1430
2020-02-25 11:44:04.980,1060
2020-02-25 11:44:39.590,118
2020-02-25 11:44:39.770,505
2020-02-25 11:44:44.390,128
2020-02-25 11:44:44.450,302
2020-02-25 11:43:17.320,2572
2020-02-25 11:43:17.540,2375
2020-02-25 11:43:18.030,2277
2020-02-25 11:43:17.730,1790
2020-02-25 11:43:18.800,3900
2020-02-25 11:43:18.940,3899
2020-02-25 11:43:19.450,2935
2020-02-25 11:43:20.110,2342
2020-02-25 11:43:22.540,2382
2020-02-25 11:44:53.620,126
2020-02-25 11:43:16.610,5098
2020-02-25 11:44:58.190,138
2020-02-25 11:44:58.210,307
2020-02-25 11:43:34.270,6899
2020-02-25 11:34:13.590,112440
2020-02-25 11:44:44.560,1390
2020-02-25 11:44:39.770,1864
2020-02-25 11:45:05.780,658
2020-02-25 11:44:53.630,523
2020-02-25 11:44:44.460,474
2020-02-25 11:44:58.220,950
2020-02-25 11:43:17.520,2715
2020-02-25 11:46:18.560,146
2020-02-25 11:46:37.220,130
2020-02-25 11:45:59.080,996
2020-02-25 11:43:36.330,17398
2020-02-25 11:46:42.760,826
2020-02-25 11:47:17.280,304
2020-02-25 11:47:17.410,158
2020-02-25 11:47:17.440,317
2020-02-25 11:44:04.940,3731
2020-02-25 11:44:18.570,2614
2020-02-25 11:44:18.630,4492
2020-02-25 11:31:45.640,41066
2020-02-25 11:47:17.290,2572
2020-02-25 11:49:21.870,122
2020-02-25 11:43:35.490,12897
2020-02-25 11:49:21.930,602
2020-02-25 11:49:21.130,618
2020-02-25 11:47:17.450,2714
2020-02-25 11:50:36.050,130
2020-02-25 11:46:37.230,3599
2020-02-25 11:50:36.140,1204
2020-02-25 11:51:17.270,132
2020-02-25 11:51:17.280,304
2020-02-25 11:51:17.410,158
2020-02-25 11:51:17.420,317
2020-02-25 11:51:47.130,224
2020-02-25 11:51:17.280,2572
2020-02-25 11:46:18.560,3853
2020-02-25 11:46:18.780,6356
2020-02-25 11:53:17.670,200
2020-02-25 11:53:17.750,378
2020-02-25 11:53:18.500,132
2020-02-25 11:53:18.650,126
2020-02-25 11:53:18.660,301
2020-02-25 11:38:27.930,18172
2020-02-25 11:53:19.150,148
2020-02-25 11:49:21.870,4599
2020-02-25 11:53:28.970,122
2020-02-25 11:53:17.920,1067
2020-02-25 11:53:29.080,602
2020-02-25 11:53:17.750,1108
2020-02-25 11:53:31.800,618
2020-02-25 11:51:17.420,2712
2020-02-25 11:54:22.400,122
2020-02-25 11:50:36.070,2782
2020-02-25 11:53:17.760,1842
2020-02-25 11:53:18.520,3861
2020-02-25 11:53:18.670,3955
2020-02-25 11:53:19.150,2868
2020-02-25 11:54:52.520,116
2020-02-25 11:54:22.470,1204
2020-02-25 11:55:01.920,126
2020-02-25 10:55:22.780,110523
2020-02-25 11:55:17.260,132
2020-02-25 11:55:17.270,304
2020-02-25 11:55:17.420,158
2020-02-25 11:55:17.430,317
2020-02-25 11:55:01.950,1108
2020-02-25 11:55:01.930,529
2020-02-25 11:56:24.200,130
2020-02-25 11:56:24.250,602
2020-02-25 11:56:24.210,634
2020-02-25 11:55:17.280,2572
2020-02-25 11:53:28.990,1922
2020-02-25 11:57:33.610,120
2020-02-25 11:58:12.250,142
2020-02-25 11:55:17.430,2673
2020-02-25 11:54:22.410,4404
2020-02-25 11:58:30.990,618
2020-02-25 11:58:41.050,826
2020-02-25 11:59:17.260,132
2020-02-25 11:59:17.270,304
2020-02-25 11:59:17.410,158
2020-02-25 11:59:17.420,317
2020-02-25 11:59:22.800,122
2020-02-25 11:59:22.840,602
2020-02-25 11:59:55.750,146
2020-02-25 12:00:03.770,130
2020-02-25 12:00:04.680,176
2020-02-25 12:00:04.850,326
2020-02-25 12:00:11.250,120
2020-02-25 12:00:11.250,140
2020-02-25 11:38:05.990,2247
2020-02-25 12:00:19.520,124
2020-02-25 12:00:19.600,300
2020-02-25 12:00:21.100,150
2020-02-25 12:00:21.120,116
2020-02-25 12:00:21.560,2720
2020-02-25 12:00:21.560,152
2020-02-25 12:00:21.560,152
2020-02-25 12:00:21.570,314
2020-02-25 12:00:21.580,116
2020-02-25 11:56:24.200,3559
2020-02-25 12:00:37.360,154
2020-02-25 11:59:59.450,2258
2020-02-25 11:59:59.450,2636
2020-02-25 12:00:47.480,120
2020-02-25 11:59:17.280,2572
2020-02-25 12:00:47.860,116
2020-02-25 12:00:47.880,124
2020-02-25 12:00:47.880,116
2020-02-25 12:00:47.990,134
2020-02-25 11:43:18.760,184
2020-02-25 12:00:48.830,120
2020-02-25 12:00:54.610,142
2020-02-25 12:00:47.870,689
2020-02-25 12:00:48.940,635
2020-02-25 12:00:47.570,2814
2020-02-25 12:00:11.290,1524
2020-02-25 12:01:12.960,128
2020-02-25 12:01:17.160,128
2020-02-25 12:01:17.990,150
2020-02-25 12:01:17.990,3382
2020-02-25 12:01:13.850,649
2020-02-25 12:01:17.060,872
2020-02-25 12:00:47.570,7610
2020-02-25 12:00:47.490,4750
2020-02-25 12:01:40.240,3961
2020-02-25 12:01:43.760,110
2020-02-25 12:01:44.230,120
2020-02-25 12:01:44.340,122
2020-02-25 12:01:44.350,120
2020-02-25 11:47:17.270,194
2020-02-25 12:01:44.520,102
2020-02-25 12:01:46.450,122
2020-02-25 12:01:46.830,118
2020-02-25 12:01:46.940,112
2020-02-25 12:00:19.530,3824
2020-02-25 12:01:44.520,3088
2020-02-25 12:01:39.330,649
2020-02-25 12:01:51.540,132
2020-02-25 12:01:51.550,304
2020-02-25 12:01:51.790,114
2020-02-25 12:01:51.790,124
2020-02-25 12:01:51.790,112
2020-02-25 12:01:51.800,124
2020-02-25 12:01:51.800,5096
2020-02-25 12:01:51.800,12797
2020-02-25 12:01:51.810,6952
2020-02-25 12:01:51.800,7209
2020-02-25 12:01:46.940,11140
2020-02-25 12:01:46.120,872
2020-02-25 12:01:51.810,3491
2020-02-25 12:01:46.120,679
2020-02-25 12:01:51.810,3491
2020-02-25 12:02:00.920,128
2020-02-25 12:01:51.920,685
2020-02-25 12:01:43.760,619
2020-02-25 12:02:04.070,3100
2020-02-25 12:02:04.080,1415
2020-02-25 12:02:03.860,8156
2020-02-25 12:00:48.840,4776
2020-02-25 12:02:04.080,3631
2020-02-25 12:02:04.080,3643
2020-02-25 12:02:04.080,7329
2020-02-25 12:02:04.080,7308
2020-02-25 12:01:43.900,5056
2020-02-25 12:01:44.800,3550
2020-02-25 12:01:38.980,7498
2020-02-25 12:01:44.350,3132
2020-02-25 12:02:14.650,126
2020-02-25 11:59:17.430,2753
2020-02-25 12:01:44.600,4678
2020-02-25 12:01:51.920,7688
2020-02-25 12:02:14.680,4885
2020-02-25 12:01:51.810,3091
2020-02-25 12:00:48.360,65330
2020-02-25 12:02:14.930,3174
2020-02-25 12:02:14.960,1437
2020-02-25 12:02:14.960,3745
2020-02-25 12:02:14.960,3745
2020-02-25 12:02:14.960,7331
2020-02-25 12:02:14.950,7416
2020-02-25 12:02:04.080,766
2020-02-25 12:01:14.910,3577
2020-02-25 12:01:51.560,562
2020-02-25 12:02:38.010,3024
2020-02-25 12:02:38.030,1367
2020-02-25 12:02:37.790,8048
2020-02-25 12:01:11.240,51397
2020-02-25 12:02:38.020,3675
2020-02-25 12:02:38.030,3675
2020-02-25 12:02:38.030,7097
2020-02-25 12:02:38.030,7390
2020-02-25 12:00:37.400,7339
2020-02-25 12:02:38.030,1442
2020-02-25 12:01:51.800,11499
2020-02-25 12:02:41.540,618
2020-02-25 12:01:38.850,16936
2020-02-25 12:00:11.270,1754
2020-02-25 12:02:00.930,1251
2020-02-25 12:00:54.610,1859
2020-02-25 12:03:17.250,132
2020-02-25 12:03:17.260,304
2020-02-25 12:03:17.400,158
2020-02-25 12:03:17.410,317
2020-02-25 12:03:17.630,200
2020-02-25 12:03:17.760,338
2020-02-25 12:03:18.810,126
2020-02-25 12:03:18.830,301
2020-02-25 12:03:18.950,124
2020-02-25 12:03:18.990,300
2020-02-25 12:03:19.420,148
2020-02-25 12:03:27.130,146
2020-02-25 12:01:44.220,23454
2020-02-25 12:01:46.510,1632
2020-02-25 12:01:14.640,6580
2020-02-25 12:03:35.280,132
2020-02-25 12:03:35.280,118
2020-02-25 12:01:43.760,184338
2020-02-25 12:03:17.880,1067
2020-02-25 12:00:47.890,1949
2020-02-25 12:03:27.210,602
2020-02-25 12:03:27.200,1306
2020-02-25 12:00:48.620,68652
2020-02-25 11:59:55.760,4401
2020-02-25 12:03:58.470,204
2020-02-25 12:03:51.470,619
2020-02-25 12:00:21.110,1847
2020-02-25 12:01:12.970,12168
2020-02-25 12:00:49.220,2740
2020-02-25 12:01:51.920,21869
2020-02-25 12:01:51.920,18977
2020-02-25 12:01:51.920,18989
2020-02-25 12:01:51.910,18837
2020-02-25 12:00:48.650,69821
2020-02-25 12:00:48.610,184822
2020-02-25 12:00:48.650,83722
2020-02-25 12:00:48.640,161028
2020-02-25 12:00:47.490,105564
2020-02-25 12:04:24.070,204
2020-02-25 12:00:47.860,2760
2020-02-25 12:00:48.270,7737
2020-02-25 12:00:47.880,2145
2020-02-25 12:04:33.770,204
2020-02-25 12:01:44.530,1954
2020-02-25 12:01:44.390,15065
2020-02-25 12:01:44.220,60276
2020-02-25 12:01:44.220,74134
2020-02-25 12:04:46.730,120
2020-02-25 12:01:44.230,8580
2020-02-25 12:04:47.040,140
2020-02-25 12:03:17.270,2572
2020-02-25 12:03:17.760,1790
2020-02-25 12:03:18.840,3901
2020-02-25 12:03:19.000,3886
2020-02-25 12:03:19.420,2662
2020-02-25 12:04:46.730,204
2020-02-25 12:04:46.980,204
2020-02-25 12:04:47.040,204
2020-02-25 12:04:47.290,204
2020-02-25 12:04:50.770,930
2020-02-25 12:04:46.750,1950
2020-02-25 12:01:46.460,4390
2020-02-25 12:01:46.830,7874
2020-02-25 12:02:14.650,30262
2020-02-25 12:05:00.820,970
2020-02-25 12:05:26.040,116
2020-02-25 12:05:30.720,116
2020-02-25 12:05:30.760,296
2020-02-25 12:05:35.410,124
2020-02-25 12:05:35.450,300
2020-02-25 12:05:45.340,122
2020-02-25 12:05:26.050,618
2020-02-25 12:05:45.350,528
2020-02-25 12:05:26.060,1816
2020-02-25 12:05:26.060,996
2020-02-25 12:03:17.420,2752
2020-02-25 12:04:46.750,1950
2020-02-25 12:06:36.900,826
2020-02-25 12:07:08.350,128
2020-02-25 12:06:46.910,618
2020-02-25 12:07:17.240,132
2020-02-25 12:07:17.250,304
2020-02-25 12:07:17.430,158
2020-02-25 12:07:17.440,317
2020-02-25 12:03:27.130,2656
2020-02-25 12:07:08.360,666
2020-02-25 12:07:07.780,1014
2020-02-25 12:07:07.740,619
2020-02-25 12:07:07.710,635
2020-02-25 12:00:03.770,3127
2020-02-25 12:07:39.440,124
2020-02-25 12:01:17.160,2159
2020-02-25 12:00:48.010,2843
2020-02-25 12:07:42.190,130
2020-02-25 12:07:43.920,122
2020-02-25 12:05:30.770,619
2020-02-25 12:05:35.460,9833
2020-02-25 12:08:00.170,156
2020-02-25 12:08:00.170,156
2020-02-25 12:08:00.170,158
2020-02-25 12:08:00.170,158
2020-02-25 12:08:00.180,156
2020-02-25 12:08:00.180,156
2020-02-25 12:08:00.180,176
2020-02-25 12:08:00.180,176
2020-02-25 12:08:00.190,154
2020-02-25 12:08:00.190,154
2020-02-25 12:08:00.190,154
2020-02-25 12:08:00.190,154
2020-02-25 12:08:00.190,152
2020-02-25 12:08:00.190,152
2020-02-25 12:08:00.200,156
2020-02-25 12:08:00.200,156
2020-02-25 12:08:00.210,152
2020-02-25 12:08:00.210,152
2020-02-25 12:08:00.220,160
2020-02-25 12:08:00.220,160
2020-02-25 12:08:00.270,224
2020-02-25 12:07:42.270,954
2020-02-25 12:05:26.050,1787
2020-02-25 12:07:17.260,2572
2020-02-25 12:07:17.450,2714
2020-02-25 12:10:48.430,826
2020-02-25 12:11:17.240,132
2020-02-25 12:11:17.250,304
2020-02-25 12:11:17.430,158
2020-02-25 12:11:17.450,317
2020-02-25 12:11:06.450,972
2020-02-25 12:07:42.200,4991
2020-02-25 11:53:29.030,28346
2020-02-25 12:12:33.420,130
2020-02-25 12:11:17.250,2572
2020-02-25 12:03:35.280,189
2020-02-25 12:13:12.600,120
2020-02-25 12:13:13.060,142
2020-02-25 12:13:17.620,200
2020-02-25 12:13:17.850,126
2020-02-25 12:13:17.900,301
2020-02-25 12:13:18.020,126
2020-02-25 12:13:18.040,301
2020-02-25 12:13:18.510,148
